Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
Vis,2021,Augmenting Sports Videos with VisCommentator,10.1109/tvcg.2021.3114806,http://dx.doi.org/10.1109/TVCG.2021.3114806,824.0,834.0,J,"Visualizing data in sports videos is gaining traction in sports analytics, given its ability to communicate insights and explicate player strategies engagingly. However, augmenting sports videos with such data visualizations is challenging, especially for sports analysts, as it requires considerable expertise in video editing. To ease the creation process, we present a design space that characterizes augmented sports videos at an element-level <i>(what the constituents are)</i> and clip-level <i>(how those constituents are organized)</i>. We do so by systematically reviewing 233 examples of augmented sports videos collected from TV channels, teams, and leagues. The design space guides selection of data insights and visualizations for various purposes. Informed by the design space and close collaboration with domain experts, we design VisCommentator, a fast prototyping tool, to eases the creation of augmented table tennis videos by leveraging machine learning-based data extractors and design space-based visualization recommendations. With VisCommentator, sports analysts can create an augmented video by <i>selecting the data</i> to visualize instead of manually <i>drawing the graphical marks</i>. Our system can be generalized to other racket sports <i>(e.g</i>., tennis, badminton) once the underlying datasets and models are available. A user study with seven domain experts shows high satisfaction with our system, confirms that the participants can reproduce augmented sports videos in a short period, and provides insightful implications into future improvements and opportunities.",Zhutian Chen;Shuainan Ye;Xiangtong Chu;Haijun Xia;Hui Zhang 0051;Huamin Qu;Yingcai Wu,Zhutian Chen;Shuainan Ye;Xiangtong Chu;Haijun Xia;Hui Zhang;Huamin Qu;Yingcai Wu,"Department of Cognitive Science and Design Lab, State Key Lab of CAD & CG, Zhejiang University and Hong Kong University of Science and Technology, University of California, San Diego, United States;State Key Lab of CAD & CG, Zhejiang University, China;State Key Lab of CAD & CG, Zhejiang University, China;Department of Cognitive Science and Design Lab, University of California, San Diego, United States;Department of Sport Science, Zhejiang University, China;Hong Kong University of Science and Technology, Hong Kong;State Key Lab of CAD & CG, Zhejiang University, China",10.1109/tvcg.2016.2598647;10.1109/tvcg.2019.2934810;10.1109/tvcg.2014.2346250;10.1109/tvcg.2018.2865240;10.1109/tvcg.2010.179;10.1109/tvcg.2020.3030403;10.1109/tvcg.2017.2745181;10.1109/tvcg.2019.2934398;10.1109/tvcg.2015.2467191;10.1109/tvcg.2017.2744218;10.1109/tvcg.2020.3028957;10.1109/tvcg.2020.3030359;10.1109/tvcg.2020.3030392;10.1109/tvcg.2019.2934656;10.1109/tvcg.2020.3030458,"Augmented Sports Videos,Video-based Visualization,Sports visualization,Intelligent Design Tool,Storytelling",19.0,42.0,62.0,2151.0,HM,
Vis,2021,Kori: Interactive Synthesis of Text and Charts in Data Documents,10.1109/tvcg.2021.3114802,http://dx.doi.org/10.1109/TVCG.2021.3114802,184.0,194.0,J,"Charts go hand in hand with text to communicate complex data and are widely adopted in news articles, online blogs, and academic papers. They provide graphical summaries of the data, while text explains the message and context. However, synthesizing information across text and charts is difficult; it requires readers to frequently shift their attention. We investigated ways to support the tight coupling of text and charts in data documents. To understand their interplay, we analyzed the design space of chart-text references through news articles and scientific papers. Informed by the analysis, we developed a mixed-initiative interface enabling users to construct interactive references between text and charts. It leverages natural language processing to automatically suggest references as well as allows users to manually construct other references effortlessly. A user study complemented with algorithmic evaluation of the system suggests that the interface provides an effective way to compose interactive data documents.",Shahid Latif;Zheng Zhou;Yoon Kim;Fabian Beck 0001;Nam Wook Kim,Shahid Latif;Zheng Zhou;Yoon Kim;Fabian Beck;Nam Wook Kim,"University of Duisburg-Essen, Germany;Boston College, USA;Harvard University, USA;University of Duisburg-Essen, Germany;Boston College, USA",10.1109/tvcg.2016.2598647;10.1109/tvcg.2018.2865119;10.1109/tvcg.2015.2467732;10.1109/tvcg.2011.185;10.1109/tvcg.2016.2598620;10.1109/tvcg.2018.2865022;10.1109/tvcg.2014.2346291;10.1109/tvcg.2018.2865158;10.1109/tvcg.2016.2599030;10.1109/tvcg.2015.2467091;10.1109/tvcg.2010.179;10.1109/tvcg.2018.2865145;10.1109/tvcg.2011.183;10.1109/infvis.2000.885086;10.1109/tvcg.2015.2467191;10.1109/tvcg.2016.2598647,"Data-driven storytelling,interaction design,authoring,visualization-text linking,mixed-initiative interface,interactive documents",11.0,34.0,67.0,1308.0,,
Vis,2021,VizLinter: A Linter and Fixer Framework for Data Visualization,10.1109/tvcg.2021.3114804,http://dx.doi.org/10.1109/TVCG.2021.3114804,206.0,216.0,J,"Despite the rising popularity of automated visualization tools, existing systems tend to provide direct results which do not always fit the input data or meet visualization requirements. Therefore, additional specification adjustments are still required in real-world use cases. However, manual adjustments are difficult since most users do not necessarily possess adequate skills or visualization knowledge. Even experienced users might create imperfect visualizations that involve chart construction errors. We present a framework, VizLinter, to help users detect flaws and rectify already-built but defective visualizations. The framework consists of two components, (1) a visualization linter, which applies well-recognized principles to inspect the legitimacy of rendered visualizations, and (2) a visualization fixer, which automatically corrects the detected violations according to the linter. We implement the framework into an online editor prototype based on Vega-Lite specifications. To further evaluate the system, we conduct an in-lab user study. The results prove its effectiveness and efficiency in identifying and fixing errors for data visualizations.",Qing Chen 0001;Fuling Sun;Xinyue Xu;Zui Chen;Jiazhe Wang;Nan Cao 0001,Qing Chen;Fuling Sun;Xinyue Xu;Zui Chen;Jiazhe Wang;Nan Cao,"Intelligent Big Data Visualization Lab at Tongji University, China;Intelligent Big Data Visualization Lab at Tongji University, China;Intelligent Big Data Visualization Lab at Tongji University, China;Intelligent Big Data Visualization Lab at Tongji University, China;Ant Group, China;Intelligent Big Data Visualization Lab at Tongji University, China",10.1109/tvcg.2008.166;10.1109/tvcg.2006.138;10.1109/tvcg.2006.163;10.1109/tvcg.2013.126;10.1109/tvcg.2012.219;10.1109/tvcg.2018.2865240;10.1109/tvcg.2017.2744198;10.1109/tvcg.2016.2599030;10.1109/tvcg.2017.2745140;10.1109/infvis.2000.885086;10.1109/tvcg.2020.3030467;10.1109/vast.2009.5332628;10.1109/infvis.2003.1249018;10.1109/tvcg.2018.2864912;10.1109/tvcg.2017.2745919;10.1109/tvcg.2015.2467191;10.1109/tvcg.2020.3030423;10.1109/tvcg.2013.234;10.1109/tvcg.2008.166,"Visualization Linting,Automated Visualization Design,Visualization Optimization",9.0,32.0,64.0,1919.0,,
Vis,2021,MultiVision: Designing Analytical Dashboards with Deep Learning Based Recommendation,10.1109/tvcg.2021.3114826,http://dx.doi.org/10.1109/TVCG.2021.3114826,162.0,172.0,J,"We contribute a deep-learning-based method that assists in designing analytical dashboards for analyzing a data table. Given a data table, data workers usually need to experience a tedious and time-consuming process to select meaningful combinations of data columns for creating charts. This process is further complicated by the needs of creating dashboards composed of multiple views that unveil different perspectives of data. Existing automated approaches for recommending multiple-view visualizations mainly build on manually crafted design rules, producing sub-optimal or irrelevant suggestions. To address this gap, we present a deep learning approach for selecting data columns and recommending multiple charts. More importantly, we integrate the deep learning models into a mixed-initiative system. Our model could make recommendations given optional user-input selections of data columns. The model, in turn, learns from provenance data of authoring logs in an offline manner. We compare our deep learning model with existing methods for visualization recommendation and conduct a user study to evaluate the usefulness of the system.",Aoyu Wu;Yun Wang 0012;Mengyu Zhou;Xinyi He;Haidong Zhang;Huamin Qu;Dongmei Zhang 0001,Aoyu Wu;Yun Wang;Mengyu Zhou;Xinyi He;Haidong Zhang;Huamin Qu;Dongmei Zhang,"Hong Kong University of Science and Technology, Hong Kong and Microsoft Research Area, United States;Microsoft Research Area, United States;Microsoft Research Area, United States;Microsoft Research Area, United States;Microsoft Research Area, United States;Hong Kong University of Science and Technology, Hong Kong;Microsoft Research Area, United States",10.1109/tvcg.2020.3030338;10.1109/tvcg.2019.2934810;10.1109/tvcg.2019.2934332;10.1109/tvcg.2018.2865138;10.1109/tvcg.2013.119;10.1109/tvcg.2016.2598620;10.1109/tvcg.2017.2744019;10.1109/tvcg.2018.2865235;10.1109/tvcg.2007.70594;10.1109/tvcg.2020.3030430;10.1109/tvcg.2018.2865240;10.1109/tvcg.2020.3030387;10.1109/tvcg.2017.2744198;10.1109/tvcg.2014.2346291;10.1109/tvcg.2018.2865158;10.1109/tvcg.2018.2864903;10.1109/tvcg.2016.2599030;10.1109/tvcg.2020.3030403;10.1109/tvcg.2020.3030396;10.1109/tvcg.2018.2865145;10.1109/tvcg.2017.2744843;10.1109/tvcg.2019.2934798;10.1109/tvcg.2019.2934398;10.1109/tvcg.2015.2467191;10.1109/tvcg.2020.3030423,"Visualization Recommendation,Deep Learning,Multiple-View,Dashboard,Mixed-Initiative,Visualization Provenance",14.0,31.0,73.0,1788.0,,
Vis,2021,An Evaluation-Focused Framework for Visualization Recommendation Algorithms,10.1109/tvcg.2021.3114814,http://dx.doi.org/10.1109/TVCG.2021.3114814,346.0,356.0,J,"Although we have seen a proliferation of algorithms for recommending visualizations, these algorithms are rarely compared with one another, making it difficult to ascertain which algorithm is best for a given visual analysis scenario. Though several formal frameworks have been proposed in response, we believe this issue persists because visualization recommendation algorithms are inadequately specified from an <i>evaluation</i> perspective. In this paper, we propose an evaluation-focused framework to contextualize and compare a broad range of visualization recommendation algorithms. We present the structure of our framework, where algorithms are specified using three components: (1) a graph representing the full space of possible visualization designs, (2) the method used to traverse the graph for potential candidates for recommendation, and (3) an oracle used to rank candidate designs. To demonstrate how our framework guides the formal comparison of algorithmic performance, we not only theoretically compare five existing representative recommendation algorithms, but also empirically compare four new algorithms generated based on our findings from the theoretical comparison. Our results show that these algorithms behave similarly in terms of user performance, highlighting the need for more rigorous formal comparisons of recommendation algorithms to further clarify their benefits in various analysis scenarios.",Zehua Zeng;Phoebe Moh;Fan Du;Jane Hoffswell;Tak Yeon Lee;Sana Malik;Eunyee Koh;Leilani Battle,Zehua Zeng;Phoebe Moh;Fan Du;Jane Hoffswell;Tak Yeon Lee;Sana Malik;Eunyee Koh;Leilani Battle,"University of Maryland, United States;University of Maryland, United States;Adobe Research, United States;Adobe Research, United States;Adobe Research, United States and KAIST, South Korea;Adobe Research, United States;Adobe Research, United States;University of Maryland, United States and University of Washington, United States",10.1109/infvis.2005.1532136;10.1109/tvcg.2008.137;10.1109/tvcg.2012.219;10.1109/visual.1999.809871;10.1109/tvcg.2007.70594;10.1109/tvcg.2018.2865240;10.1109/tvcg.2007.70577;10.1109/tvcg.2019.2934398;10.1109/tvcg.2015.2467191,"Visualization Tools,Visualization Recommendation Algorithms",13.0,25.0,38.0,1106.0,HM,
Vis,2021,Towards Visual Explainable Active Learning for Zero-Shot Classification,10.1109/tvcg.2021.3114793,http://dx.doi.org/10.1109/TVCG.2021.3114793,791.0,801.0,J,"Zero-shot classification is a promising paradigm to solve an applicable problem when the training classes and test classes are disjoint. Achieving this usually needs experts to externalize their domain knowledge by manually specifying a class-attribute matrix to define which classes have which attributes. Designing a suitable class-attribute matrix is the key to the subsequent procedure, but this design process is tedious and trial-and-error with no guidance. This paper proposes a visual explainable active learning approach with its design and implementation called semantic navigator to solve the above problems. This approach promotes human-AI teaming with four actions (ask, explain, recommend, respond) in each interaction loop. The machine asks contrastive questions to guide humans in the thinking process of attributes. A novel visualization called semantic map explains the current status of the machine. Therefore analysts can better understand why the machine misclassifies objects. Moreover, the machine recommends the labels of classes for each attribute to ease the labeling burden. Finally, humans can steer the model by modifying the labels interactively, and the machine adjusts its recommendations. The visual explainable active learning approach improves humans' efficiency of building zero-shot classification models interactively, compared with the method without guidance. We justify our results with user studies using the standard benchmarks for zero-shot classification.",Shichao Jia;Zeyu Li 0003;Nuo Chen;Jiawan Zhang,Shichao Jia;Zeyu Li;Nuo Chen;Jiawan Zhang,"College of Intelligence and Computing, Tianjin University, China;College of Intelligence and Computing, Tianjin University, China;College of Intelligence and Computing, Tianjin University, China;College of Intelligence and Computing, Tianjin University, China and Tianjin cultural heritage conservation and inheritance engineering technology center and Key Research Center for Surface Monitoring and Analysis of Relics, State Administration of Cultural Heritage, China",10.1109/tvcg.2017.2744818;10.1109/tvcg.2018.2864477;10.1109/tvcg.2018.2865047;10.1109/tvcg.2012.260;10.1109/tvcg.2012.277;10.1109/vast.2012.6400492;10.1109/tvcg.2017.2744938;10.1109/tvcg.2016.2598831;10.1109/tvcg.2018.2864843;10.1109/tvcg.2017.2744378;10.1109/vast.2017.8585721;10.1109/tvcg.2018.2864812;10.1109/tvcg.2019.2934267;10.1109/tvcg.2017.2744805;10.1109/tvcg.2017.2744158;10.1109/tvcg.2018.2864504;10.1109/tvcg.2015.2467191;10.1109/vast47406.2019.8986943;10.1109/vast.2012.6400486;10.1109/tvcg.2017.2744818,"Active Learning,Explainable Artificial Intelligence,Human-AI Teaming,Mixed-Initiative Visual Analytics",7.0,24.0,76.0,1775.0,,
Vis,2021,THALIS: Human-Machine Analysis of Longitudinal Symptoms in Cancer Therapy,10.1109/tvcg.2021.3114810,http://dx.doi.org/10.1109/TVCG.2021.3114810,151.0,161.0,J,"Although cancer patients survive years after oncologic therapy, they are plagued with long-lasting or permanent residual symptoms, whose severity, rate of development, and resolution after treatment vary largely between survivors. The analysis and interpretation of symptoms is complicated by their partial co-occurrence, variability across populations and across time, and, in the case of cancers that use radiotherapy, by further symptom dependency on the tumor location and prescribed treatment. We describe THALIS, an environment for visual analysis and knowledge discovery from cancer therapy symptom data, developed in close collaboration with oncology experts. Our approach leverages unsupervised machine learning methodology over cohorts of patients, and, in conjunction with custom visual encodings and interactions, provides context for new patients based on patients with similar diagnostic features and symptom evolution. We evaluate this approach on data collected from a cohort of head and neck cancer patients. Feedback from our clinician collaborators indicates that THALIS supports knowledge discovery beyond the limits of machines or humans alone, and that it serves as a valuable tool in both the clinic and symptom research.",Carla Floricel;Nafiul Nipu;Mikayla Biggs;Andrew Wentzel;Guadalupe Canahuate;Lisanne van Dijk;Abdallah Sherif Radwan Mohamed;Clifton David Fuller;G. Elisabeta Marai,Carla Floricel;Nafiul Nipu;Mikayla Biggs;Andrew Wentzel;Guadalupe Canahuate;Lisanne Van Dijk;Abdallah Mohamed;C.David Fuller;G.Elisabeta Marai,"University of Illinois, Chicago, USA;University of Illinois, Chicago, USA;University of Iowa, USA;University of Illinois, Chicago, USA;University of Iowa, USA;MD Anderson Cancer Center at the University of Texas, USA;MD Anderson Cancer Center at the University of Texas, USA;MD Anderson Cancer Center at the University of Texas, USA;University of Illinois, Chicago, USA",10.1109/tvcg.2020.3030437;10.1109/tvcg.2011.185;10.1109/tvcg.2018.2864477;10.1109/tvcg.2018.2865043;10.1109/vast.2016.7883512;10.1109/tvcg.2017.2745280;10.1109/tvcg.2014.2346682;10.1109/infvis.1997.636793;10.1109/tvcg.2014.2346591;10.1109/tvcg.2018.2864849;10.1109/tvcg.2017.2744459;10.1109/visual.2005.1532781;10.1109/tvcg.2008.155;10.1109/tvcg.2009.187;10.1109/tvcg.2019.2934546;10.1109/tvcg.2018.2865027;10.1109/tvcg.2013.161;10.1109/tvcg.2015.2467325;10.1109/tvcg.2020.3030437,"Temporal Data,Application Motivated Visualization,Life Sciences,Mixed Initiative Human-Machine Analysis",9.0,21.0,105.0,815.0,,
Vis,2021,GlyphCreator: Towards Example-based Automatic Generation of Circular Glyphs,10.1109/tvcg.2021.3114877,http://dx.doi.org/10.1109/TVCG.2021.3114877,400.0,410.0,J,"Circular glyphs are used across disparate fields to represent multidimensional data. However, although these glyphs are extremely effective, creating them is often laborious, even for those with professional design skills. This paper presents GlyphCreator, an interactive tool for the example-based generation of circular glyphs. Given an example circular glyph and multidimensional input data, GlyphCreator promptly generates a list of design candidates, any of which can be edited to satisfy the requirements of a particular representation. To develop GlyphCreator, we first derive a design space of circular glyphs by summarizing relationships between different visual elements. With this design space, we build a circular glyph dataset and develop a deep learning model for glyph parsing. The model can deconstruct a circular glyph bitmap into a series of visual elements. Next, we introduce an interface that helps users bind the input data attributes to visual elements and customize visual styles. We evaluate the parsing model through a quantitative experiment, demonstrate the use of GlyphCreator through two use scenarios, and validate its effectiveness through user interviews.",Lu Ying;Tan Tang;Yuzhe Luo;Lvkeshen Shen;Xiao Xie;Lingyun Yu 0001;Yingcai Wu,Lu Ying;Tan Tangl;Yuzhe Luo;Lvkeshen Shen;Xiao Xie;Lingyun Yu;Yingcai Wu,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China;State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China;State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China;State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China;Department of Sport Science, Zhejiang University, Hangrhou, China;Department of Computing, Xi'an Jiaotong-Liverpool University, Suzhou, China;State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",10.1109/tvcg.2011.185;10.1109/tvcg.2015.2467196;10.1109/vast.2016.7883517;10.1109/tvcg.2019.2934810;10.1109/infvis.2005.1532140;10.1109/tvcg.2019.2934785;10.1109/tvcg.2019.2934670;10.1109/tvcg.2012.271;10.1109/tvcg.2016.2599378;10.1109/tvcg.2016.2598432;10.1109/tvcg.2015.2467554;10.1109/tvcg.2009.191;10.1109/tvcg.2017.2744320;10.1109/tvcg.2020.3030448;10.1109/tvcg.2018.2865158;10.1109/tvcg.2013.213;10.1109/tvcg.2020.3030403;10.1109/vast.2014.7042494;10.1109/tvcg.2019.2934398;10.1109/tvcg.2020.3030359;10.1109/tvcg.2018.2864825;10.1109/tvcg.2020.3030392;10.1109/tvcg.2020.3030367;10.1109/tvcg.2020.3030458;10.1109/tvcg.2013.234;10.1109/tvcg.2011.185,"Glyph-based visualization,machine learning,automatic visualization",10.0,19.0,73.0,1101.0,,
Vis,2021,NeuroCartography: Scalable Automatic Visual Summarization of Concepts in Deep Neural Networks,10.1109/tvcg.2021.3114858,http://dx.doi.org/10.1109/TVCG.2021.3114858,813.0,823.0,J,"Existing research on making sense of deep neural networks often focuses on neuron-level interpretation, which may not adequately capture the bigger picture of how concepts are collectively encoded by multiple neurons. We present Neurocartography, an interactive system that scalably summarizes and visualizes concepts learned by neural networks. It automatically discovers and groups neurons that detect the same concepts, and describes how such neuron groups interact to form higher-level concepts and the subsequent predictions. Neurocartography introduces two scalable summarization techniques: (1) neuron clustering groups neurons based on the semantic similarity of the concepts detected by neurons (e.g., neurons detecting “dog faces” of different breeds are grouped); and (2) neuron embedding encodes the associations between related concepts based on how often they co-occur (e.g., neurons detecting “dog face” and “dog tail” are placed closer in the embedding space). Key to our scalable techniques is the ability to efficiently compute all neuron pairs' relationships, in time linear to the number of neurons instead of quadratic time. Neurocartography scales to large data, such as the ImageNet dataset with 1.2M images. The system's tightly coordinated views integrate the scalable techniques to visualize the concepts and their relationships, projecting the concept associations to a 2D space in Neuron Projection View, and summarizing neuron clusters and their relationships in Graph View. Through a large-scale human evaluation, we demonstrate that our technique discovers neuron groups that represent coherent, human-meaningful concepts. And through usage scenarios, we describe how our approaches enable interesting and surprising discoveries, such as concept cascades of related and isolated concepts. The Neurocartography visualization runs in modern browsers and is open-sourced.",Haekyu Park;Nilaksh Das;Rahul Duggal;Austin P. Wright;Omar Shaikh;Fred Hohman;Duen Horng (Polo) Chau,Haekyu Park;Nilaksh Das;Rahul Duggal;Austin P. Wright;Omar Shaikh;Fred Hohman;Duen Horng Polo Chau,"Georgia Institute of Technology, United States;Georgia Institute of Technology, United States;Georgia Institute of Technology, United States;Georgia Institute of Technology, United States;Georgia Institute of Technology, United States;Apple, United States;Georgia Institute of Technology, United States",10.1109/tvcg.2019.2934659;10.1109/tvcg.2019.2934659;10.1109/tvcg.2020.3030461;10.1109/vast.2018.8802509,"Deep learning interpretability,visual analytics,scalable summarization,neuron clustering,neuron embedding",8.0,15.0,60.0,830.0,,
Vis,2021,VITALITY: Promoting Serendipitous Discovery of Academic Literature with Transformers &amp; Visual Analytics,10.1109/tvcg.2021.3114820,http://dx.doi.org/10.1109/TVCG.2021.3114820,486.0,496.0,J,"There are a few prominent practices for conducting reviews of academic literature, including searching for specific keywords on Google Scholar or checking citations from some initial seed paper(s). These approaches serve a critical purpose for academic literature reviews, yet there remain challenges in identifying relevant literature when similar work may utilize different terminology (e.g., mixed-initiative visual analytics papers may not use the same terminology as papers on model-steering, yet the two topics are relevant to one another). In this paper, we introduce a system, VITALITY, intended to complement existing practices. In particular, VITALITY promotes serendipitous discovery of relevant literature using transformer language models, allowing users to find semantically similar papers in a word embedding space given (1) a list of input paper(s) or (2) a working abstract. VITALITY visualizes this document-level embedding space in an interactive 2-D scatterplot using dimension reduction. VITALITY also summarizes meta information about the document corpus or search query, including keywords and co-authors, and allows users to save and export papers for use in a literature review. We present qualitative findings from an evaluation of VITALITY, suggesting it can be a promising complementary technique for conducting academic literature reviews. Furthermore, we contribute data from 38 popular data visualization publication venues in VITALITY, and we provide scrapers for the open-source community to continue to grow the list of supported venues.",Arpit Narechania;Alireza Karduni;Ryan Wesslen;Emily Wall,Arpit Narechania;Alireza Karduni;Ryan Wesslen;Emily Wall,"Georgia Tech., United States;UNC-Charlotte, United States;UNC-Charlotte, United States;Emory University, United States and Northwestern University, United States",10.1109/vast.2014.7042493;10.1109/tvcg.2015.2467757;10.1109/tvcg.2018.2865233;10.1109/tvcg.2016.2598594;10.1109/tvcg.2013.162;10.1109/tvcg.2017.2745080;10.1109/vast.2011.6102449;10.1109/tvcg.2017.2746018;10.1109/tvcg.2015.2467621;10.1109/tvcg.2015.2467452;10.1109/tvcg.2019.2934287;10.1109/tvcg.2011.175;10.1109/tvcg.2016.2598827;10.1109/tvcg.2021.3114827;10.1109/tvcg.2017.2744478;10.1109/tvcg.2017.2744138;10.1109/vast.2017.8585669;10.1109/tvcg.2021.3114862;10.1109/vast.2014.7042493,"transformers,word embeddings,literature review,web scraper,dataset,visual analytics",9.0,15.0,74.0,1087.0,,
Vis,2021,A Mixed-Initiative Approach to Reusing Infographic Charts,10.1109/tvcg.2021.3114856,http://dx.doi.org/10.1109/TVCG.2021.3114856,173.0,183.0,J,"Infographic bar charts have been widely adopted for communicating numerical information because of their attractiveness and memorability. However, these infographics are often created manually with general tools, such as PowerPoint and Adobe Illustrator, and merely composed of primitive visual elements, such as text blocks and shapes. With the absence of chart models, updating or reusing these infographics requires tedious and error-prone manual edits. In this paper, we propose a mixed-initiative approach to mitigate this pain point. On one hand, machines are adopted to perform precise and trivial operations, such as mapping numerical values to shape attributes and aligning shapes. On the other hand, we rely on humans to perform subjective and creative tasks, such as changing embellishments or approving the edits made by machines. We encapsulate our technique in a PowerPoint add-in prototype and demonstrate the effectiveness by applying our technique on a diverse set of infographic bar chart examples.",Weiwei Cui;Jinpeng Wang 0001;He Huang;Yun Wang 0012;Chin-Yew Lin;Haidong Zhang;Dongmei Zhang 0001,Weiwei Cui;Jinpeng Wang;He Huang;Yun Wang;Chin-Yew Lin;Haidong Zhang;Dongmei Zhang,"Microsoft Research Asia, China;Meituan, China;Microsoft Research Asia, China;Microsoft Research Asia, China;Microsoft Research Asia, China;Microsoft Research Asia, China;Microsoft Research Asia, China",10.1109/tvcg.2015.2467732;10.1109/tvcg.2019.2934810;10.1109/tvcg.2019.2934785;10.1109/tvcg.2019.2934431;10.1109/tvcg.2016.2598620;10.1109/tvcg.2020.3030360;10.1109/tvcg.2012.229;10.1109/tvcg.2017.2744320;10.1109/tvcg.2020.3030448;10.1109/tvcg.2014.2346291;10.1109/tvcg.2018.2865158;10.1109/tvcg.2020.3030403;10.1109/tvcg.2019.2934398;10.1109/tvcg.2020.3030423;10.1109/tvcg.2015.2467732,"Infographics,Reusable templates,Graphic design,Automatic visualization",4.0,13.0,48.0,1211.0,,
Vis,2021,An Automated Approach to Reasoning About Task-Oriented Insights in Responsive Visualization,10.1109/tvcg.2021.3114782,http://dx.doi.org/10.1109/TVCG.2021.3114782,129.0,139.0,J,"Authors often transform a large screen visualization for smaller displays through rescaling, aggregation and other techniques when creating visualizations for both desktop and mobile devices (i.e., responsive visualization). However, transformations can alter relationships or patterns implied by the large screen view, requiring authors to reason carefully about what information to preserve while adjusting their design for the smaller display. We propose an automated approach to approximating the loss of support for task-oriented visualization insights (identification, comparison, and trend) in responsive transformation of a source visualization. We operationalize identification, comparison, and trend loss as objective functions calculated by comparing properties of the rendered source visualization to each realized target (small screen) visualization. To evaluate the utility of our approach, we train machine learning models on human ranked small screen alternative visualizations across a set of source visualizations. We find that our approach achieves an accuracy of 84% (random forest model) in ranking visualizations. We demonstrate this approach in a prototype responsive visualization recommender that enumerates responsive transformations using Answer Set Programming and evaluates the preservation of task-oriented insights using our loss measures. We discuss implications of our approach for the development of automated and semi-automated responsive visualization recommendation.",Hyeok Kim;Ryan A. Rossi;Abhraneel Sarma;Dominik Moritz;Jessica Hullman,Hyeok Kim;Ryan Rossi;Abhraneel Sarma;Dominik Moritz;Jessica Hullman,"Northwestern University, USA;Adobe Research, USA;Northwestern University, USA;Carnegie Mellon University, USA;Northwestern University, USA",10.1109/infvis.2005.1532136;10.1109/tvcg.2018.2865142;10.1109/tvcg.2019.2934397;10.1109/tvcg.2013.124;10.1109/tvcg.2006.161;10.1109/tvcg.2014.2346978;10.1109/tvcg.2011.255;10.1109/tvcg.2013.119;10.1109/tvcg.2013.163;10.1109/tvcg.2014.2346325;10.1109/tvcg.2018.2865240;10.1109/tvcg.2016.2599030;10.1109/tvcg.2015.2467091;10.1109/tvcg.2010.179;10.1109/tvcg.2018.2865145;10.1109/tvcg.2017.2744359;10.1109/tvcg.2019.2934432;10.1109/infvis.2003.1249005;10.1109/tvcg.2020.3030423;10.1109/tvcg.2009.153;10.1109/infvis.2005.1532136,"Task-oriented insight preservation,responsive visualization",6.0,9.0,77.0,751.0,,
Vis,2021,Semantic Snapping for Guided Multi-View Visualization Design,10.1109/tvcg.2021.3114860,http://dx.doi.org/10.1109/TVCG.2021.3114860,43.0,53.0,J,"Visual information displays are typically composed of multiple visualizations that are used to facilitate an understanding of the underlying data. A common example are dashboards, which are frequently used in domains such as finance, process monitoring and business intelligence. However, users may not be aware of existing guidelines and lack expert design knowledge when composing such multi-view visualizations. In this paper, we present semantic snapping, an approach to help non-expert users design effective multi-view visualizations from sets of pre-existing views. When a particular view is placed on a canvas, it is “aligned” with the remaining views-not with respect to its geometric layout, but based on aspects of the visual encoding itself, such as how data dimensions are mapped to channels. Our method uses an on-the-fly procedure to detect and suggest resolutions for conflicting, misleading, or ambiguous designs, as well as to provide suggestions for alternative presentations. With this approach, users can be guided to avoid common pitfalls encountered when composing visualizations. Our provided examples and case studies demonstrate the usefulness and validity of our approach.",Yngve Sekse Kristiansen;Laura A. Garrison;Stefan Bruckner,Yngve S. Kristiansen;Laura Garrison;Stefan Bruckner,"Department of Informatics, University of Bergen, Norway;Department of Informatics, University of Bergen, Norway;Department of Informatics, University of Bergen, Norway",10.1109/tvcg.2020.3030338;10.1109/tvcg.2018.2864907;10.1109/tvcg.2020.3030424;10.1109/tvcg.2010.164;10.1109/tvcg.2016.2598620;10.1109/tvcg.2014.2346325;10.1109/tvcg.2007.70594;10.1109/tvcg.2018.2865240;10.1109/tvcg.2018.2864884;10.1109/tvcg.2017.2744198;10.1109/tvcg.2014.2346291;10.1109/tvcg.2018.2865158;10.1109/tvcg.2018.2864903;10.1109/tvcg.2016.2599030;10.1109/tvcg.2013.220;10.1109/infvis.2000.885086;10.1109/tvcg.2015.2467191;10.1109/tvcg.2014.2346293;10.1109/tvcg.2020.3030338,"Tabular data,guidelines,mixed initiative human-machine analysis,coordinated and multiple views",5.0,7.0,50.0,896.0,,
